"","date","cpi","fed_funds"
"769","2012-01-01","3.00877","0.08"
"770","2012-02-01","2.89818","0.10"
"771","2012-03-01","2.58288","0.13"
"772","2012-04-01","2.27316","0.14"
"773","2012-05-01","1.73794","0.16"
"774","2012-06-01","1.65387","0.16"
"775","2012-07-01","1.41751","0.16"
"776","2012-08-01","1.68593","0.13"
"777","2012-09-01","1.94972","0.14"
"778","2012-10-01","2.15568","0.16"
"779","2012-11-01","1.79602","0.16"
"780","2012-12-01","1.75950","0.16"
"781","2013-01-01","1.68406","0.14"
"782","2013-02-01","2.01814","0.15"
"783","2013-03-01","1.51875","0.14"
"784","2013-04-01","1.13881","0.15"
"785","2013-05-01","1.39039","0.11"
"786","2013-06-01","1.71579","0.09"
"787","2013-07-01","1.88547","0.09"
"788","2013-08-01","1.53881","0.08"
"789","2013-09-01","1.09473","0.08"
"790","2013-10-01","0.87680","0.09"
"791","2013-11-01","1.23287","0.08"
"792","2013-12-01","1.51284","0.09"
"793","2014-01-01","1.55776","0.07"
"794","2014-02-01","1.12047","0.07"
"795","2014-03-01","1.61269","0.08"
"796","2014-04-01","2.01513","0.09"
"797","2014-05-01","2.16695","0.09"
"798","2014-06-01","2.05898","0.10"
"799","2014-07-01","1.97424","0.09"
"800","2014-08-01","1.71510","0.09"
"801","2014-09-01","1.68405","0.09"
"802","2014-10-01","1.60954","0.09"
"803","2014-11-01","1.23152","0.09"
"804","2014-12-01","0.65312","0.12"
"805","2015-01-01","-0.22993","0.11"
"806","2015-02-01","-0.08703","0.11"
"807","2015-03-01","-0.02203","0.11"
"808","2015-04-01","-0.10403","0.12"
"809","2015-05-01","0.03503","0.12"
"810","2015-06-01","0.17957","0.13"
"811","2015-07-01","0.22569","0.13"
"812","2015-08-01","0.24130","0.14"
"813","2015-09-01","0.00884","0.14"
"814","2015-10-01","0.12762","0.12"
"815","2015-11-01","0.43632","0.12"
"816","2015-12-01","0.63872","0.24"
"817","2016-01-01","1.23750","0.34"
"818","2016-02-01","0.84728","0.38"
"819","2016-03-01","0.89162","0.36"
"820","2016-04-01","1.17263","0.37"
"821","2016-05-01","1.07848","0.37"
"822","2016-06-01","1.07929","0.38"
"823","2016-07-01","0.86836","0.39"
"824","2016-08-01","1.05532","0.40"
"825","2016-09-01","1.54864","0.40"
"826","2016-10-01","1.68592","0.40"
"827","2016-11-01","1.68433","0.41"
"828","2016-12-01","2.05080","0.54"
"829","2017-01-01","2.51039","0.65"
"830","2017-02-01","2.81036","0.66"
"831","2017-03-01","2.44120","0.79"
"832","2017-04-01","2.17622","0.90"
"833","2017-05-01","1.85634","0.91"
"834","2017-06-01","1.64057","1.04"
"835","2017-07-01","1.72511","1.15"
"836","2017-08-01","1.92812","1.16"
"837","2017-09-01","2.18057","1.15"
"838","2017-10-01","2.02076","1.15"
"839","2017-11-01","2.17249","1.16"
"840","2017-12-01","2.12993","1.30"
"841","2018-01-01","2.10370","1.41"
"842","2018-02-01","2.22658","1.42"
"843","2018-03-01","2.33259","1.51"
"844","2018-04-01","2.43783","1.69"
"845","2018-05-01","2.77659","1.70"
"846","2018-06-01","2.84851","1.82"
"847","2018-07-01","2.89875","1.91"
"848","2018-08-01","2.67800","1.91"
"849","2018-09-01","2.35518","1.95"
"850","2018-10-01","2.52852","2.19"
"851","2018-11-01","2.17281","2.20"
"852","2018-12-01","1.91522","2.27"
"853","2019-01-01","1.49833","2.40"
"854","2019-02-01","1.48172","2.40"
"855","2019-03-01","1.87995","2.41"
"856","2019-04-01","2.00563","2.42"
"857","2019-05-01","1.81275","2.39"
"858","2019-06-01","1.68964","2.38"
"859","2019-07-01","1.82116","2.40"
"860","2019-08-01","1.75969","2.13"
"861","2019-09-01","1.72733","2.04"
"862","2019-10-01","1.75708","1.83"
"863","2019-11-01","2.03082","1.55"
"864","2019-12-01","2.26172","1.55"
"865","2020-01-01","2.46049","1.55"
"866","2020-02-01","2.31971","1.58"
"867","2020-03-01","1.53064","0.65"
"868","2020-04-01","0.36486","0.05"
"869","2020-05-01","0.24244","0.05"
"870","2020-06-01","0.72681","0.08"
"871","2020-07-01","1.03283","0.09"
"872","2020-08-01","1.32759","0.10"
"873","2020-09-01","1.40065","0.09"
"874","2020-10-01","1.18420","0.09"
"875","2020-11-01","1.13776","0.09"
"876","2020-12-01","1.27815","0.09"
"877","2021-01-01","1.35997","0.09"
"878","2021-02-01","1.67524","0.08"
"879","2021-03-01","2.65838","0.07"
"880","2021-04-01","4.15199","0.07"
"881","2021-05-01","4.94444","0.06"
"882","2021-06-01","5.34102","0.08"
"883","2021-07-01","5.27610","0.10"
"884","2021-08-01","5.20533","0.09"
"885","2021-09-01","5.38991","0.08"
"886","2021-10-01","6.23694","0.08"
"887","2021-11-01","6.82837","0.08"
"888","2021-12-01","7.09654","0.08"
"889","2022-01-01","7.52593","0.08"
"890","2022-02-01","7.91202","0.08"
"891","2022-03-01",".","0.20"
